Name,Type,Items,Icons,Tiers,Weights,Drop Rates,Value,Nodes,Rollup
Chunk Scale Thought Crystal,Node,"Bone Chunk (https://www.notion.so/Bone-Chunk-2270220c3884805aad0ad16558cfa06f?pvs=21), Honeydew Scale (https://www.notion.so/Honeydew-Scale-2270220c3884805c83bbd51806e3576b?pvs=21), Essence of Thought (https://www.notion.so/Essence-of-Thought-24c0220c388480e1a9a0feefe12f2533?pvs=21), Red Amber Crystal (https://www.notion.so/Red-Amber-Crystal-1980220c38848119bc64da640398c467?pvs=21)","attachment:165a234d-4bd6-4531-9127-ca741ff6b537:bone_chunk_native.png,attachment:0e7c713d-54d8-4f55-ab6b-8d6671fb8394:honeydew_scale_native.png,attachment:95ea3dd2-ab34-415b-875a-064d207cfbc9:essence_of_thought_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/bc6e5a19-29c3-491e-a84a-b081c6be2980/red_amber_crystal_native.png","9, 7, 5, 4","256,64,16,8","74.42%,18.6%,4.65%,2.33%",,Guardian Skull (https://www.notion.so/Guardian-Skull-2790220c388480efacc1e2c79fab082b?pvs=21),"Common,Rare,Rare,Epic"
Chunk Berry Floss Dust,Node,"Bone Chunk (https://www.notion.so/Bone-Chunk-2270220c3884805aad0ad16558cfa06f?pvs=21), Chalkberry (https://www.notion.so/Chalkberry-2080220c38848008baf9e0ffd7b3e254?pvs=21), Rock Candyfloss (https://www.notion.so/Rock-Candyfloss-24c0220c3884806d9f5ec51625debbbd?pvs=21), Holy Dust (https://www.notion.so/Holy-Dust-1980220c38848170b8ecdd102cdb8e66?pvs=21)","attachment:165a234d-4bd6-4531-9127-ca741ff6b537:bone_chunk_native.png,attachment:9024c511-a3d3-4e59-8e55-0e8ba15a85f7:chalkberry_native.png,attachment:bdcf6335-1412-42df-b177-003622711201:kami_kone_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/0ffce8b6-750d-4bc6-beaf-d4b494f502e0/holy_dust_native.png","9, 7, 6, 4","256,64,32,8","71.11%,17.78%,8.89%,2.22%",,Sacrarium (https://www.notion.so/Sacrarium-2790220c3884802994f5e7757d1db9a0?pvs=21),"Common,Uncommon,Uncommon,Rare"
Butt Pipe Daffodil Mint,Node,"Cigarette Butt (https://www.notion.so/Cigarette-Butt-24c0220c3884802fb448c09d9c5ead84?pvs=21), Patinated Pipe (https://www.notion.so/Patinated-Pipe-2270220c3884801db9b5c606859e2f8a?pvs=21), Daffodil (https://www.notion.so/Daffodil-1980220c3884818a88dbdb2cebbfbcd2?pvs=21), Mint (https://www.notion.so/Mint-1980220c38848146832ce62e852b1ce4?pvs=21)","attachment:24a39113-d640-4519-965c-ce83d025f7c1:cigarette_butt_native.png,attachment:8125054e-0a0a-4097-b1b3-3dfc014a450e:patinated_pipe_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/76fdec0b-b723-4d68-95c1-6dfb14ea6e47/daffodil_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/d2fb3c5a-b076-4672-97e6-9770c108bff3/mint_native.png","9, 9, 7, 4","256,256,64,8","43.84%,43.84%,10.96%,1.37%",,Temple of the Wheel (https://www.notion.so/Temple-of-the-Wheel-2950220c3884805789aecf2a22060b4c?pvs=21),"Common,Common,Uncommon,Epic"
Coin Apple Jar,Node,"Otherworld Coin (https://www.notion.so/Otherworld-Coin-24c0220c388480e5bd7bf33ae8db25bc?pvs=21), Golden Apple (https://www.notion.so/Golden-Apple-2270220c388480e4af37ea2b2e8960c7?pvs=21), Glass Jar (https://www.notion.so/Glass-Jar-1980220c38848175b043d19c98f23f71?pvs=21)","attachment:9cfd6793-8570-4ce0-950a-e7cd4f13d233:otherworld_coin_native.png,attachment:f54d3841-aa86-4c0f-8dd4-d25a695b3e7c:golden_apple_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/914fd1a2-1244-4f92-ac0f-72f27d317562/glass_jar_native.png","9, 7, 5","256,64,16","76.19%,19.05%,4.76%",,Treasure Hoard (https://www.notion.so/Treasure-Hoard-2790220c388480e89576ebcf16fe7a22?pvs=21),"Uncommon,Rare,Rare"
Coin Dust Tablet,Node,"Otherworld Coin (https://www.notion.so/Otherworld-Coin-24c0220c388480e5bd7bf33ae8db25bc?pvs=21), Holy Dust (https://www.notion.so/Holy-Dust-1980220c38848170b8ecdd102cdb8e66?pvs=21), Curse Tablet (https://www.notion.so/Curse-Tablet-24c0220c38848031929fed39451a9afd?pvs=21)","attachment:9cfd6793-8570-4ce0-950a-e7cd4f13d233:otherworld_coin_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/0ffce8b6-750d-4bc6-beaf-d4b494f502e0/holy_dust_native.png,attachment:c9981f5b-645e-434c-96e9-c222a516a004:curse_tablet_native.png","9, 6, 3","256,32,4","87.67%,10.96%,1.37%",,Trophies of the Hunt (https://www.notion.so/Trophies-of-the-Hunt-2790220c38848099a4adc2e83ba1063e?pvs=21),"Uncommon,Rare,Rare"
Coin Resin,Node,"Otherworld Coin (https://www.notion.so/Otherworld-Coin-24c0220c388480e5bd7bf33ae8db25bc?pvs=21), Resin (https://www.notion.so/Resin-1980220c388481edb59bfe42fb2e0428?pvs=21)","attachment:9cfd6793-8570-4ce0-950a-e7cd4f13d233:otherworld_coin_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/f0287279-ee36-468e-8fbe-39e5a7efc3ae/resin_native.png","9, 7","256,64","80%,20%",,Scenic View (https://www.notion.so/Scenic-View-2790220c3884806b9515dfdd504aebb8?pvs=21),"Uncommon,Uncommon"
DT Mochibox,Item,"Sunset Apple Mochi (https://www.notion.so/Sunset-Apple-Mochi-1980220c3884810aa6c2e1e32fc03442?pvs=21), Kami Mochi (https://www.notion.so/Kami-Mochi-1980220c388481928b78fb85fa1b6e3c?pvs=21), Mana Mochi (https://www.notion.so/Mana-Mochi-1980220c3884815c9f2afb30d509c983?pvs=21), Gaokerena Mochi (https://www.notion.so/Gaokerena-Mochi-1980220c388481d3888af361904e8a91?pvs=21)","https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/8e2d58ce-60ef-4a1c-8004-85859fe07b5e/sunset_apple_mochi_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/7828f68c-c764-4c95-9b05-84196ebdf741/kami_mochi_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/9948eb9e-595f-4e48-b27a-95a896d2683b/mana_mochi_native.png,https://prod-files-secure.s3.us-west-2.amazonaws.com/77dcb805-16cc-44e2-aeb5-6ae99e82accf/520ea93c-b6fe-40a1-9a3c-238e5698ee1d/gaokerena_mochi_native.png","9,9,9,9","256,256,256,256","25%,25%,25%,25%",,,"Epic,Epic,Epic,Epic"
Sacrifice Normal,NPC,"Mask of Avarice (https://www.notion.so/Mask-of-Avarice-2ed0220c388480efb8d9ff134978fc0b?pvs=21), Mask of Contempt (https://www.notion.so/Mask-of-Contempt-2ed0220c3884800485eef38f387fb12d?pvs=21), Mask of Mischief (https://www.notion.so/Mask-of-Mischief-2ed0220c388480b2a4d8c98b39a99039?pvs=21), Old Leafling (https://www.notion.so/Old-Leafling-2ed0220c38848099b98cc79073f8290a?pvs=21), Old Gumdrop (https://www.notion.so/Old-Gumdrop-2ed0220c3884808a8d7cc9d9f25c9fe9?pvs=21), Old Critter (https://www.notion.so/Old-Critter-2ed0220c38848063b013f67e05c8b644?pvs=21), Crawling Greed (https://www.notion.so/Crawling-Greed-2ed0220c388480cf9e25fc7dac96ad97?pvs=21), Crawling Wrath (https://www.notion.so/Crawling-Wrath-2ed0220c388480c684b3d19870efe0a8?pvs=21), Crawling Cope (https://www.notion.so/Crawling-Cope-2ed0220c388480eba0d5e89f9fff97a3?pvs=21), Antique Tape (https://www.notion.so/Antique-Tape-2ed0220c388480efa3dbd8928e7d9951?pvs=21), Antique Automata (https://www.notion.so/Antique-Automata-2ed0220c3884808e9e64e08e55a47805?pvs=21), Antique Ledger (https://www.notion.so/Antique-Ledger-2ed0220c38848028924ed6c02ea26d3b?pvs=21), Veil of Avarice (https://www.notion.so/Veil-of-Avarice-2ed0220c38848029a2adc4fb3ab14992?pvs=21), Veil of Contempt (https://www.notion.so/Veil-of-Contempt-2ed0220c388480ad956ec6f1da287315?pvs=21), Veil of Mischief (https://www.notion.so/Veil-of-Mischief-2ed0220c3884806895dbd4838e4c5280?pvs=21), Wise Leafling (https://www.notion.so/Wise-Leafling-2ed0220c388480cebc34cabe590e054e?pvs=21), Wise Gumdrop (https://www.notion.so/Wise-Gumdrop-2ed0220c388480a8a842dd31b1283edb?pvs=21), Wise Critter (https://www.notion.so/Wise-Critter-2ed0220c38848029ba54e5c6634220b2?pvs=21), Teeming Greed (https://www.notion.so/Teeming-Greed-2ed0220c388480768c7eda355341e703?pvs=21), Teeming Wrath (https://www.notion.so/Teeming-Wrath-2ed0220c38848054839fedece154b020?pvs=21), Teeming Cope (https://www.notion.so/Teeming-Cope-2ed0220c3884800b92effa41a9fd081e?pvs=21), Heirloom Tape (https://www.notion.so/Heirloom-Tape-2ed0220c388480e0ae2bd1f9050c1c91?pvs=21), Heirloom Automata (https://www.notion.so/Heirloom-Automata-2ed0220c3884801293bbe867fecab86c?pvs=21), Heirloom Ledger (https://www.notion.so/Heirloom-Ledger-2ed0220c3884801cb48be9a1e025c0e9?pvs=21), Visage of Avarice (https://www.notion.so/Visage-of-Avarice-2ed0220c3884803991f7d3df9a17f2ad?pvs=21), Visage of Contempt (https://www.notion.so/Visage-of-Contempt-2ed0220c38848090a757ec26bda9a3ab?pvs=21), Visage of Mischief (https://www.notion.so/Visage-of-Mischief-2ed0220c38848036810ddd5c1363112a?pvs=21), Elder Leafling (https://www.notion.so/Elder-Leafling-2ed0220c388480508731e7950bb16a73?pvs=21), Elder Gumdrop (https://www.notion.so/Elder-Gumdrop-2ed0220c3884803f9106fa7755011045?pvs=21), Elder Critter (https://www.notion.so/Elder-Critter-2ed0220c388480048e02c31304561dab?pvs=21), Swarming Greed (https://www.notion.so/Swarming-Greed-2ed0220c38848074a111ea498e9c80d9?pvs=21), Swarming Wrath (https://www.notion.so/Swarming-Wrath-2ed0220c3884802ea37ed2b93c8e4c8b?pvs=21), Swarming Cope (https://www.notion.so/Swarming-Cope-2ed0220c3884806c865afec42756e83f?pvs=21), Ancient Tape (https://www.notion.so/Ancient-Tape-2ed0220c38848053a54af4fe52d3312a?pvs=21), Ancient Automata (https://www.notion.so/Ancient-Automata-2ed0220c388480ffb9fecd66c0b1cd2b?pvs=21), Ancient Ledger (https://www.notion.so/Ancient-Ledger-2ed0220c3884800d843bfceb890741bc?pvs=21)","attachment:9db08d59-282a-49a3-a8a9-74d8f2e1ad84:tengu_nose_mask_2-tp.png,attachment:a9384f1a-6a57-4f9a-919c-eecce374fc64:friendly_ogre_mask_3-tp.png,attachment:72c2f203-2645-4e44-9f40-fd6e8aea27cb:beaked_devil_mask_2-tp.png,attachment:d38ad622-9160-4225-bc18-50a73f57ec6c:seedling_3-tp.png,attachment:1a39f936-6fd0-4cbc-b617-8e40c0b774d9:daibutsu_3-tp.png,attachment:56a47e8c-aea2-482d-add8-ccb71919fd2f:squirrel_2-tp.png,attachment:99cea4a0-9239-4bc7-aeb2-19c73b0818bf:ladybug_3-tp.png,attachment:93b270eb-6de2-4a4e-847d-8931a16e6127:moth_2-tp.png,attachment:babd6c07-ae7e-44b2-9ed8-5c349d6f8428:laughing_slug_3-tp.png,attachment:be571f08-f64a-458d-bc9a-7ff77c8b5605:scrapped_tape_2-tp.png,attachment:16944732-0a81-4dcf-8b05-c60a441cce50:scrapped_robot_2-tp.png,attachment:80704d04-902f-407e-87d7-50b294303b6b:scrapped_ledger_2-tp.png,attachment:5d44845d-63c1-4466-ba9d-8ef6a616158f:tengu_nose_mask_3-tp.png,attachment:dec5a97c-80c8-4868-a9d8-1f60c0af8ec9:friendly_ogre_mask_1-tp.png,attachment:8efa3e27-fa87-4916-b93f-20c313204eff:beaked_devil_mask_1-tp.png,attachment:38a35e27-136c-4d15-8844-f6a06e217dff:seedling_2-tp.png,attachment:f31cc293-9186-4e07-96b8-a136927a7387:daibutsu_2-tp_NEW.png,attachment:ae5ad318-82f8-4cb7-a7fb-27e3289899c5:squirrel_1-tp.png,attachment:14ab2cb9-952f-4c74-9e60-2a346caada91:ladybug_2-tp.png,attachment:7ea59d03-b31a-45a6-b11c-942fe4e63266:moth_1-tp.png,attachment:8b5ffbc6-cd0e-4390-9458-b154a79e4cee:laughing_slug_2-tp.png,attachment:7c7d072f-7661-487c-b04c-c31e0ad818c0:scrapped_tape_1-tp.png,attachment:c163847e-f717-43a9-acaa-a93c48ef909c:scrapped_robot_3-tp.png,attachment:44d37e10-812f-4b72-b191-f6811008b365:scrapped_ledger_1-tp.png,attachment:a4f1c079-a719-4843-b97f-9d1fa80fc635:tengu_nose_mask_1-tp.png,attachment:391a2f0e-c7c6-48a7-8bb0-d634ded5bd4d:friendly_ogre_mask_2-tp.png,attachment:c3030652-7a8d-4ee5-99c7-08804cb7d6b4:beaked_devil_mask_3-tp.png,attachment:367ec067-ffe1-419b-b913-182eb37d82e1:seedling_1-tp.png,attachment:d920f650-9085-4647-be6a-86ea2d505eb3:daibutsu_1-tp.png,attachment:85cca26a-ef07-4c2a-b707-4a5c93ef03ad:squirrel_3-tp.png,attachment:18c81f42-79ec-48a8-9124-0a6f98fae3b2:ladybug_1-tp.png,attachment:0a36823d-dc8f-42d9-835e-0b1525aeec25:moth_3-tp.png,attachment:2778b7a8-3526-41d1-bd0a-b42ce99df0e3:laughing_slug_1-tp.png,attachment:6046ebdc-7284-4e86-987c-f48d561695dd:scrapped_tape_3-tp.png,attachment:15256cb8-1310-4a24-98ed-8e766b23ea94:scrapped_robot_1-tp.png,attachment:71799b40-1c7f-4696-9cb8-c986efc98f75:scrapped_ledger_3-tp.png","9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","256,256,256,256,256,256,256,256,256,256,256,256,64,64,64,64,64,64,64,64,64,64,64,64,8,8,8,8,8,8,8,8,8,8,8,8","6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,1.63%,1.63%,1.63%,1.63%,1.63%,1.63%,1.63%,1.63%,1.63%,1.63%,1.63%,1.63%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%",,,"Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Uncommon,Uncommon,Uncommon,Uncommon,Uncommon,Uncommon,Uncommon,Uncommon,Uncommon,Uncommon,Uncommon,Rare,Rare,Rare,Rare,Rare,Rare,Rare,Rare,Rare,Rare,Rare,Rare"
Sacrifice Uncommon Pity,NPC,"Veil of Avarice (https://www.notion.so/Veil-of-Avarice-2ed0220c38848029a2adc4fb3ab14992?pvs=21), Veil of Contempt (https://www.notion.so/Veil-of-Contempt-2ed0220c388480ad956ec6f1da287315?pvs=21), Veil of Mischief (https://www.notion.so/Veil-of-Mischief-2ed0220c3884806895dbd4838e4c5280?pvs=21), Wise Leafling (https://www.notion.so/Wise-Leafling-2ed0220c388480cebc34cabe590e054e?pvs=21), Wise Gumdrop (https://www.notion.so/Wise-Gumdrop-2ed0220c388480a8a842dd31b1283edb?pvs=21), Wise Critter (https://www.notion.so/Wise-Critter-2ed0220c38848029ba54e5c6634220b2?pvs=21), Teeming Greed (https://www.notion.so/Teeming-Greed-2ed0220c388480768c7eda355341e703?pvs=21), Teeming Wrath (https://www.notion.so/Teeming-Wrath-2ed0220c38848054839fedece154b020?pvs=21), Teeming Cope (https://www.notion.so/Teeming-Cope-2ed0220c3884800b92effa41a9fd081e?pvs=21), Heirloom Tape (https://www.notion.so/Heirloom-Tape-2ed0220c388480e0ae2bd1f9050c1c91?pvs=21), Heirloom Automata (https://www.notion.so/Heirloom-Automata-2ed0220c3884801293bbe867fecab86c?pvs=21), Heirloom Ledger (https://www.notion.so/Heirloom-Ledger-2ed0220c3884801cb48be9a1e025c0e9?pvs=21), Visage of Avarice (https://www.notion.so/Visage-of-Avarice-2ed0220c3884803991f7d3df9a17f2ad?pvs=21), Visage of Contempt (https://www.notion.so/Visage-of-Contempt-2ed0220c38848090a757ec26bda9a3ab?pvs=21), Visage of Mischief (https://www.notion.so/Visage-of-Mischief-2ed0220c38848036810ddd5c1363112a?pvs=21), Elder Leafling (https://www.notion.so/Elder-Leafling-2ed0220c388480508731e7950bb16a73?pvs=21), Elder Gumdrop (https://www.notion.so/Elder-Gumdrop-2ed0220c3884803f9106fa7755011045?pvs=21), Elder Critter (https://www.notion.so/Elder-Critter-2ed0220c388480048e02c31304561dab?pvs=21), Swarming Greed (https://www.notion.so/Swarming-Greed-2ed0220c38848074a111ea498e9c80d9?pvs=21), Swarming Wrath (https://www.notion.so/Swarming-Wrath-2ed0220c3884802ea37ed2b93c8e4c8b?pvs=21), Swarming Cope (https://www.notion.so/Swarming-Cope-2ed0220c3884806c865afec42756e83f?pvs=21), Ancient Tape (https://www.notion.so/Ancient-Tape-2ed0220c38848053a54af4fe52d3312a?pvs=21), Ancient Automata (https://www.notion.so/Ancient-Automata-2ed0220c388480ffb9fecd66c0b1cd2b?pvs=21), Ancient Ledger (https://www.notion.so/Ancient-Ledger-2ed0220c3884800d843bfceb890741bc?pvs=21)","attachment:5d44845d-63c1-4466-ba9d-8ef6a616158f:tengu_nose_mask_3-tp.png,attachment:dec5a97c-80c8-4868-a9d8-1f60c0af8ec9:friendly_ogre_mask_1-tp.png,attachment:8efa3e27-fa87-4916-b93f-20c313204eff:beaked_devil_mask_1-tp.png,attachment:38a35e27-136c-4d15-8844-f6a06e217dff:seedling_2-tp.png,attachment:f31cc293-9186-4e07-96b8-a136927a7387:daibutsu_2-tp_NEW.png,attachment:ae5ad318-82f8-4cb7-a7fb-27e3289899c5:squirrel_1-tp.png,attachment:14ab2cb9-952f-4c74-9e60-2a346caada91:ladybug_2-tp.png,attachment:7ea59d03-b31a-45a6-b11c-942fe4e63266:moth_1-tp.png,attachment:8b5ffbc6-cd0e-4390-9458-b154a79e4cee:laughing_slug_2-tp.png,attachment:7c7d072f-7661-487c-b04c-c31e0ad818c0:scrapped_tape_1-tp.png,attachment:c163847e-f717-43a9-acaa-a93c48ef909c:scrapped_robot_3-tp.png,attachment:44d37e10-812f-4b72-b191-f6811008b365:scrapped_ledger_1-tp.png,attachment:a4f1c079-a719-4843-b97f-9d1fa80fc635:tengu_nose_mask_1-tp.png,attachment:391a2f0e-c7c6-48a7-8bb0-d634ded5bd4d:friendly_ogre_mask_2-tp.png,attachment:c3030652-7a8d-4ee5-99c7-08804cb7d6b4:beaked_devil_mask_3-tp.png,attachment:367ec067-ffe1-419b-b913-182eb37d82e1:seedling_1-tp.png,attachment:d920f650-9085-4647-be6a-86ea2d505eb3:daibutsu_1-tp.png,attachment:85cca26a-ef07-4c2a-b707-4a5c93ef03ad:squirrel_3-tp.png,attachment:18c81f42-79ec-48a8-9124-0a6f98fae3b2:ladybug_1-tp.png,attachment:0a36823d-dc8f-42d9-835e-0b1525aeec25:moth_3-tp.png,attachment:2778b7a8-3526-41d1-bd0a-b42ce99df0e3:laughing_slug_1-tp.png,attachment:6046ebdc-7284-4e86-987c-f48d561695dd:scrapped_tape_3-tp.png,attachment:15256cb8-1310-4a24-98ed-8e766b23ea94:scrapped_robot_1-tp.png,attachment:71799b40-1c7f-4696-9cb8-c986efc98f75:scrapped_ledger_3-tp.png","7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","64,64,64,64,64,64,64,64,64,64,64,64,8,8,8,8,8,8,8,8,8,8,8,8","7.41%,7.41%,7.41%,7.41%,7.41%,7.41%,7.41%,7.41%,7.41%,7.41%,7.41%,7.41%,0.93%,0.93%,0.93%,0.93%,0.93%,0.93%,0.93%,0.93%,0.93%,0.93%,0.93%,0.93%",,,"Uncommon,Uncommon,Uncommon,Uncommon,Uncommon,Uncommon,Uncommon,Uncommon,Uncommon,Uncommon,Uncommon,Uncommon,Rare,Rare,Rare,Rare,Rare,Rare,Rare,Rare,Rare,Rare,Rare,Rare"
Sacrifice Rare Pity,NPC,"Visage of Avarice (https://www.notion.so/Visage-of-Avarice-2ed0220c3884803991f7d3df9a17f2ad?pvs=21), Visage of Contempt (https://www.notion.so/Visage-of-Contempt-2ed0220c38848090a757ec26bda9a3ab?pvs=21), Visage of Mischief (https://www.notion.so/Visage-of-Mischief-2ed0220c38848036810ddd5c1363112a?pvs=21), Elder Leafling (https://www.notion.so/Elder-Leafling-2ed0220c388480508731e7950bb16a73?pvs=21), Elder Gumdrop (https://www.notion.so/Elder-Gumdrop-2ed0220c3884803f9106fa7755011045?pvs=21), Elder Critter (https://www.notion.so/Elder-Critter-2ed0220c388480048e02c31304561dab?pvs=21), Swarming Greed (https://www.notion.so/Swarming-Greed-2ed0220c38848074a111ea498e9c80d9?pvs=21), Swarming Wrath (https://www.notion.so/Swarming-Wrath-2ed0220c3884802ea37ed2b93c8e4c8b?pvs=21), Swarming Cope (https://www.notion.so/Swarming-Cope-2ed0220c3884806c865afec42756e83f?pvs=21), Ancient Tape (https://www.notion.so/Ancient-Tape-2ed0220c38848053a54af4fe52d3312a?pvs=21), Ancient Automata (https://www.notion.so/Ancient-Automata-2ed0220c388480ffb9fecd66c0b1cd2b?pvs=21), Ancient Ledger (https://www.notion.so/Ancient-Ledger-2ed0220c3884800d843bfceb890741bc?pvs=21)","attachment:a4f1c079-a719-4843-b97f-9d1fa80fc635:tengu_nose_mask_1-tp.png,attachment:391a2f0e-c7c6-48a7-8bb0-d634ded5bd4d:friendly_ogre_mask_2-tp.png,attachment:c3030652-7a8d-4ee5-99c7-08804cb7d6b4:beaked_devil_mask_3-tp.png,attachment:367ec067-ffe1-419b-b913-182eb37d82e1:seedling_1-tp.png,attachment:d920f650-9085-4647-be6a-86ea2d505eb3:daibutsu_1-tp.png,attachment:85cca26a-ef07-4c2a-b707-4a5c93ef03ad:squirrel_3-tp.png,attachment:18c81f42-79ec-48a8-9124-0a6f98fae3b2:ladybug_1-tp.png,attachment:0a36823d-dc8f-42d9-835e-0b1525aeec25:moth_3-tp.png,attachment:2778b7a8-3526-41d1-bd0a-b42ce99df0e3:laughing_slug_1-tp.png,attachment:6046ebdc-7284-4e86-987c-f48d561695dd:scrapped_tape_3-tp.png,attachment:15256cb8-1310-4a24-98ed-8e766b23ea94:scrapped_robot_1-tp.png,attachment:71799b40-1c7f-4696-9cb8-c986efc98f75:scrapped_ledger_3-tp.png","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","8,8,8,8,8,8,8,8,8,8,8,8","8.33%,8.33%,8.33%,8.33%,8.33%,8.33%,8.33%,8.33%,8.33%,8.33%,8.33%,8.33%",,,"Rare,Rare,Rare,Rare,Rare,Rare,Rare,Rare,Rare,Rare,Rare,Rare"
